language	gupos	rel1	rel2	dupos	n	n_right	sum_delta	sum_abs_delta
Lithuanian	NOUN	compound		PROPN	3	0	-4	4
Lithuanian	NOUN	conj	appos	ADJ	2	2	7	7
Lithuanian	NOUN	conj	appos	ADP	3	3	12	12
Lithuanian	NOUN	conj	appos	DET	1	1	2	2
Lithuanian	NOUN	conj	appos	NOUN	15	15	62	62
Lithuanian	NOUN	conj	appos	NUM	2	2	2	2
Lithuanian	NOUN	conj	appos	PROPN	10	10	15	15
Lithuanian	NOUN	conj	appos	VERB	2	2	13	13
Lithuanian	NOUN	conj	appos	X	1	1	2	2
Lithuanian	NOUN	conj	coord	ADJ	2	2	4	4
Lithuanian	NOUN	conj	coord	ADV	1	1	5	5
Lithuanian	NOUN	conj	coord	CCONJ	2	2	2	2
Lithuanian	NOUN	conj	coord	NOUN	120	120	390	390
Lithuanian	NOUN	conj	coord	PRON	1	1	3	3
Lithuanian	NOUN	conj	coord	PROPN	4	4	18	18
Lithuanian	NOUN	conj	coord	SCONJ	2	2	4	4
Lithuanian	NOUN	det		ADP	2	0	-4	4
Lithuanian	NOUN	det		DET	128	0	-168	168
Lithuanian	NOUN	discourse		INTJ	1	1	2	2
Lithuanian	NOUN	flat		PROPN	1	1	2	2
Lithuanian	NOUN	mod		ADJ	264	5	-436	454
Lithuanian	NOUN	mod		ADP	2	0	-12	12
Lithuanian	NOUN	mod		ADV	19	0	-39	39
Lithuanian	NOUN	mod		AUX	3	3	9	9
Lithuanian	NOUN	mod		DET	2	0	-2	2
Lithuanian	NOUN	mod		NOUN	185	22	-187	271
Lithuanian	NOUN	mod		NUM	17	0	-26	26
Lithuanian	NOUN	mod		PART	33	0	-95	95
Lithuanian	NOUN	mod		PRON	12	3	-10	16
Lithuanian	NOUN	mod		PROPN	81	5	-102	120
Lithuanian	NOUN	mod		SCONJ	8	5	-12	36
Lithuanian	NOUN	mod		VERB	91	50	153	297
Lithuanian	NOUN	orphan		NOUN	1	1	4	4
Lithuanian	NOUN	parataxis		ADJ	2	2	9	9
Lithuanian	NOUN	parataxis		ADP	2	1	-1	9
Lithuanian	NOUN	parataxis		ADV	3	0	-8	8
Lithuanian	NOUN	parataxis		AUX	3	3	23	23
Lithuanian	NOUN	parataxis		NOUN	7	5	27	43
Lithuanian	NOUN	parataxis		PART	2	0	-8	8
Lithuanian	NOUN	parataxis		PRON	1	0	-4	4
Lithuanian	NOUN	parataxis		PROPN	2	2	11	11
Lithuanian	NOUN	parataxis		SCONJ	3	2	19	27
Lithuanian	NOUN	parataxis		VERB	9	5	36	70
Lithuanian	NOUN	punct		PUNCT	213	81	19	615
Lithuanian	NOUN	subj		ADJ	1	0	-1	1
Lithuanian	NOUN	subj		AUX	1	1	4	4
Lithuanian	NOUN	subj		DET	1	0	-1	1
Lithuanian	NOUN	subj		NOUN	6	2	-4	18
Lithuanian	NOUN	subj		PRON	5	0	-11	11
Lithuanian	NOUN	subj		PROPN	4	1	-4	10
Lithuanian	NOUN	subj		VERB	1	0	-8	8
Lithuanian	NOUN	udep		ADP	29	26	18	44
Lithuanian	NOUN	udep		ADV	1	0	-2	2
Lithuanian	NOUN	udep		NOUN	5	1	-20	30
Lithuanian	NOUN	udep		PRON	1	1	1	1
Lithuanian	NOUN	udep		PROPN	2	2	2	2
Lithuanian	NOUN	udep		SCONJ	2	2	3	3
Lithuanian	NOUN	unk		VERB	11	10	10	14
Lithuanian	NUM	compound		NUM	4	0	-7	7
Lithuanian	NUM	mod		ADV	1	0	-1	1
Lithuanian	NUM	mod		PART	1	0	-1	1
Lithuanian	NUM	udep		ADP	1	1	1	1
Lithuanian	PART	comp	obj	AUX	1	1	1	1
Lithuanian	PART	comp	obj	NOUN	1	0	-1	1
Lithuanian	PART	comp	obj	VERB	3	3	20	20
Lithuanian	PART	mod		AUX	1	1	5	5
Lithuanian	PART	parataxis		PROPN	1	1	15	15
Lithuanian	PART	parataxis		VERB	1	1	2	2
Lithuanian	PART	punct		PUNCT	29	18	62	84
Lithuanian	PART	udep		ADP	1	1	3	3
Lithuanian	PART	unk		ADJ	3	3	3	3
Lithuanian	PART	unk		ADV	7	7	7	7
Lithuanian	PART	unk		PART	7	7	7	7
Lithuanian	PART	unk		PRON	1	1	1	1
Lithuanian	PART	unk		VERB	1	1	1	1
Lithuanian	PRON	cc		CCONJ	2	0	-2	2
Lithuanian	PRON	comp	obj	NOUN	1	1	12	12
Lithuanian	PRON	conj	appos	NOUN	2	2	5	5
Lithuanian	PRON	conj	coord	DET	1	1	2	2
Lithuanian	PRON	conj	coord	SCONJ	1	1	2	2
Lithuanian	PRON	det		DET	2	0	-2	2
Lithuanian	PRON	mod		ADJ	3	3	5	5
Lithuanian	PRON	mod		ADV	1	1	1	1
Lithuanian	PRON	mod		DET	1	1	1	1
Lithuanian	PRON	mod		NOUN	1	0	-1	1
Lithuanian	PRON	mod		PART	3	0	-5	5
Lithuanian	PRON	mod		PRON	1	1	1	1
Lithuanian	PRON	mod		SCONJ	1	0	-6	6
Lithuanian	PRON	mod		VERB	3	3	9	9
Lithuanian	PRON	parataxis		NOUN	1	1	6	6
Lithuanian	PRON	punct		PUNCT	12	2	-8	14
Lithuanian	PRON	unk		NOUN	1	1	1	1
Lithuanian	PRON	unk		VERB	1	1	1	1
Lithuanian	PROPN	cc		CCONJ	21	0	-28	28
Lithuanian	PROPN	comp	obj	PROPN	1	1	3	3
Lithuanian	PROPN	conj	appos	ADJ	1	1	3	3
Lithuanian	PROPN	conj	appos	NOUN	2	2	9	9
Lithuanian	PROPN	conj	appos	PROPN	1	1	6	6
Lithuanian	PROPN	conj	coord	NOUN	6	6	26	26
Lithuanian	PROPN	conj	coord	PROPN	31	31	105	105
Lithuanian	PROPN	det		DET	5	0	-5	5
Lithuanian	PROPN	flat		PROPN	45	45	45	45
Lithuanian	PROPN	list		PROPN	2	2	4	4
Lithuanian	PROPN	mod		ADJ	9	2	-16	22
Lithuanian	PROPN	mod		NOUN	29	1	-29	31
Lithuanian	PROPN	mod		PART	10	0	-21	21
Lithuanian	PROPN	mod		PRON	1	0	-2	2
Lithuanian	PROPN	mod		PROPN	10	1	-9	11
Lithuanian	PROPN	mod		VERB	7	4	15	21
Lithuanian	PROPN	orphan		NOUN	1	1	1	1
Lithuanian	PROPN	parataxis		ADV	1	0	-2	2
Lithuanian	PROPN	parataxis		NOUN	1	0	-1	1
Lithuanian	PROPN	punct		PUNCT	56	20	-56	106
Lithuanian	PROPN	subj		NOUN	2	0	-14	14
Lithuanian	PROPN	udep		ADP	2	1	-2	4
Lithuanian	PROPN	udep		NOUN	1	0	-2	2
Lithuanian	PROPN	udep		SCONJ	1	1	2	2
Lithuanian	SCONJ	cc		CCONJ	3	0	-6	6
Lithuanian	SCONJ	comp	obj	ADJ	10	10	24	24
Lithuanian	SCONJ	comp	obj	ADP	2	2	2	2
Lithuanian	SCONJ	comp	obj	ADV	5	5	10	10
Lithuanian	SCONJ	comp	obj	AUX	17	17	55	55
Lithuanian	SCONJ	comp	obj	DET	1	1	1	1
Lithuanian	SCONJ	comp	obj	NOUN	21	20	64	68
Lithuanian	SCONJ	comp	obj	PART	1	1	1	1
Lithuanian	SCONJ	comp	obj	PROPN	3	3	4	4
Lithuanian	SCONJ	comp	obj	VERB	81	79	269	277
Lithuanian	SCONJ	conj	coord	ADJ	1	1	8	8
Lithuanian	SCONJ	conj	coord	AUX	1	1	11	11
Lithuanian	SCONJ	conj	coord	NOUN	1	1	16	16
Lithuanian	SCONJ	conj	coord	PROPN	1	1	21	21
Lithuanian	SCONJ	conj	coord	SCONJ	5	5	37	37
Lithuanian	SCONJ	mod		ADV	3	0	-10	10
Lithuanian	SCONJ	mod		PART	2	0	-2	2
Lithuanian	SCONJ	mod		SCONJ	5	0	-19	19
Lithuanian	SCONJ	mod		VERB	2	2	9	9
Lithuanian	SCONJ	punct		PUNCT	149	48	256	490
Lithuanian	SCONJ	unk		ADP	1	1	1	1
Lithuanian	SCONJ	unk		ADV	2	2	2	2
Lithuanian	SCONJ	unk		CCONJ	10	10	10	10
Lithuanian	SCONJ	unk		PRON	1	1	1	1
Lithuanian	SCONJ	unk		SCONJ	2	2	2	2
Lithuanian	VERB	cc		CCONJ	93	0	-302	302
Lithuanian	VERB	cc		PART	3	0	-4	4
Lithuanian	VERB	comp	obj	ADJ	8	6	3	11
Lithuanian	VERB	comp	obj	DET	3	0	-3	3
Lithuanian	VERB	comp	obj	NOUN	170	130	182	386
Lithuanian	VERB	comp	obj	PART	1	0	-1	1
Lithuanian	VERB	comp	obj	PRON	52	9	-84	104
Lithuanian	VERB	comp	obj	PROPN	8	5	4	16
Lithuanian	VERB	comp	obj	SCONJ	34	31	25	99
Lithuanian	VERB	comp	obj	VERB	93	89	73	217
Lithuanian	VERB	comp	obl	ADJ	9	7	11	19
Lithuanian	VERB	comp	obl	ADV	1	0	-1	1
Lithuanian	VERB	comp	obl	NOUN	41	31	61	111
Lithuanian	VERB	comp	obl	PRON	13	3	-14	20
Lithuanian	VERB	comp	obl	PROPN	5	3	2	6
Lithuanian	VERB	comp	obl	VERB	4	4	5	5
Lithuanian	VERB	comp	pred	AUX	4	4	4	4
Lithuanian	VERB	comp	pred	NOUN	1	1	5	5
Lithuanian	VERB	comp	pred	VERB	2	2	2	2
Lithuanian	VERB	conj	appos	ADV	1	1	6	6
Lithuanian	VERB	conj	coord	ADJ	4	4	31	31
Lithuanian	VERB	conj	coord	ADP	3	3	22	22
Lithuanian	VERB	conj	coord	ADV	2	2	17	17
Lithuanian	VERB	conj	coord	AUX	8	8	48	48
Lithuanian	VERB	conj	coord	NOUN	3	3	14	14
Lithuanian	VERB	conj	coord	PART	1	1	2	2
Lithuanian	VERB	conj	coord	SCONJ	4	4	19	19
Lithuanian	VERB	conj	coord	VERB	83	83	465	465
Lithuanian	VERB	det		DET	1	0	-2	2
Lithuanian	VERB	discourse		PART	2	0	-12	12
Lithuanian	VERB	mod		ADJ	3	0	-9	9
Lithuanian	VERB	mod		ADP	4	1	-4	10
Lithuanian	VERB	mod		ADV	140	18	-176	238
Lithuanian	VERB	mod		CCONJ	1	0	-1	1
Lithuanian	VERB	mod		DET	1	0	-2	2
Lithuanian	VERB	mod		NOUN	5	2	-4	12
Lithuanian	VERB	mod		PART	28	1	-81	85
Lithuanian	VERB	mod		PRON	2	0	-4	4
Lithuanian	VERB	mod		PROPN	1	0	-2	2
Lithuanian	VERB	mod		SCONJ	23	11	-74	162
Lithuanian	VERB	mod		VERB	19	10	-4	100
Lithuanian	VERB	parataxis		ADJ	1	0	-6	6
Lithuanian	VERB	parataxis		ADP	9	0	-67	67
Lithuanian	VERB	parataxis		ADV	9	0	-40	40
Lithuanian	VERB	parataxis		AUX	1	1	10	10
Lithuanian	VERB	parataxis		INTJ	6	1	-27	33
Lithuanian	VERB	parataxis		NOUN	6	1	-2	48
Lithuanian	VERB	parataxis		PART	9	1	-7	49
Lithuanian	VERB	parataxis		SCONJ	7	3	7	59
Lithuanian	VERB	parataxis		VERB	29	22	191	233
Lithuanian	VERB	parataxis		X	2	1	4	8
Lithuanian	VERB	punct		PUNCT	390	208	1851	2973
Lithuanian	VERB	subj		ADJ	3	1	-7	9
Lithuanian	VERB	subj		ADV	1	0	-2	2
Lithuanian	VERB	subj		DET	3	0	-21	21
Lithuanian	VERB	subj		NOUN	133	57	-65	381
Lithuanian	VERB	subj		PRON	73	1	-127	129
Lithuanian	VERB	subj		PROPN	45	20	-61	153
Lithuanian	VERB	subj		VERB	2	2	2	2
Lithuanian	VERB	udep		ADJ	1	1	3	3
Lithuanian	VERB	udep		ADP	97	52	-71	261
Lithuanian	VERB	udep		ADV	4	0	-12	12
Lithuanian	VERB	udep		DET	1	0	-2	2
Lithuanian	VERB	udep		NOUN	79	39	-24	234
Lithuanian	VERB	udep		PART	1	0	-2	2
Lithuanian	VERB	udep		PRON	5	0	-6	6
Lithuanian	VERB	udep		PROPN	10	5	-3	23
Lithuanian	VERB	udep		SCONJ	5	5	21	21
Lithuanian	VERB	udep		X	1	1	7	7
Lithuanian	VERB	vocative		PROPN	2	1	-1	3
Lithuanian	X	flat		X	7	7	7	7
Lithuanian	X	parataxis		SCONJ	1	0	-4	4
Lithuanian	X	punct		PUNCT	4	2	1	13
Lithuanian	__0__	root		ADJ	9	9	52	52
Lithuanian	__0__	root		ADV	3	3	9	9
Lithuanian	__0__	root		AUX	61	61	317	317
Lithuanian	__0__	root		NOUN	15	15	73	73
Lithuanian	__0__	root		PART	2	2	2	2
Lithuanian	__0__	root		SCONJ	5	5	12	12
Lithuanian	__0__	root		VERB	168	168	1055	1055
Livvi	ADJ	cc		CCONJ	4	0	-5	5
Livvi	ADJ	comp	obj	NOUN	1	0	-1	1
Livvi	ADJ	compound		NOUN	1	1	2	2
Livvi	ADJ	conj	appos	NOUN	1	1	4	4
Livvi	ADJ	conj	appos	PROPN	1	1	1	1
Livvi	ADJ	conj	coord	ADJ	4	4	14	14
Livvi	ADJ	conj	coord	NOUN	1	1	3	3
Livvi	ADJ	discourse		INTJ	1	0	-2	2
Livvi	ADJ	flat		NOUN	1	1	1	1
Livvi	ADJ	mod		ADJ	2	0	-3	3
Livvi	ADJ	mod		ADV	2	0	-3	3
Livvi	ADJ	mod		NOUN	1	0	-1	1
Livvi	ADJ	mod		PRON	1	0	-1	1
Livvi	ADJ	orphan		NOUN	3	0	-3	3
Livvi	ADJ	orphan		PRON	1	0	-1	1
Livvi	ADJ	punct		PUNCT	9	6	9	23
Livvi	ADJ	udep		NOUN	2	2	6	6
Livvi	ADJ	udep		PROPN	1	1	1	1
Livvi	ADJ	unk		VERB	2	2	3	3
Livvi	ADP	cc		CCONJ	1	0	-2	2
Livvi	ADP	comp	obj	NOUN	11	0	-14	14
Livvi	ADV	cc		CCONJ	5	0	-5	5
Livvi	ADV	comp	obj	NOUN	1	0	-1	1
Livvi	ADV	conj	coord	ADP	1	1	3	3
Livvi	ADV	conj	coord	ADV	1	1	2	2
Livvi	ADV	mod		ADV	2	0	-2	2
Livvi	ADV	mod		NOUN	1	1	1	1
Livvi	ADV	punct		PUNCT	1	0	-1	1
Livvi	ADV	unk		ADV	3	3	3	3
Livvi	ADV	unk		PRON	1	1	1	1
Livvi	AUX	comp	aux	AUX	4	4	4	4
Livvi	AUX	comp	aux	VERB	31	31	35	35
Livvi	AUX	comp	pred	ADJ	11	9	11	15
Livvi	AUX	comp	pred	NOUN	19	14	22	32
Livvi	AUX	comp	pred	NUM	1	1	1	1
Livvi	AUX	comp	pred	PRON	2	1	-1	3
Livvi	AUX	comp	pred	X	1	1	2	2
Livvi	AUX	conj	coord	AUX	3	3	16	16
Livvi	AUX	conj	coord	VERB	7	7	43	43
Livvi	AUX	mod		ADV	11	5	-7	17
Livvi	AUX	mod		SCONJ	2	2	5	5
Livvi	AUX	mod		VERB	2	1	0	8
Livvi	AUX	parataxis		AUX	4	4	28	28
Livvi	AUX	parataxis		NOUN	1	1	7	7
Livvi	AUX	parataxis		VERB	9	9	82	82
Livvi	AUX	punct		PUNCT	62	34	169	325
Livvi	AUX	subj		NOUN	23	6	-6	36
Livvi	AUX	subj		PRON	15	2	-21	25
Livvi	AUX	subj		PROPN	1	0	-4	4
Livvi	AUX	subj		VERB	1	1	1	1
Livvi	AUX	udep		ADP	2	0	-3	3
Livvi	AUX	udep		NOUN	10	0	-18	18
Livvi	AUX	udep		PRON	6	0	-6	6
Livvi	NOUN	cc		CCONJ	20	0	-23	23
Livvi	NOUN	comp	obj	AUX	1	0	-2	2
Livvi	NOUN	comp	obj	NOUN	6	1	2	16
Livvi	NOUN	compound		NOUN	3	1	-1	3
Livvi	NOUN	compound		X	1	0	-4	4
Livvi	NOUN	conj	appos	ADJ	1	1	2	2
Livvi	NOUN	conj	appos	NOUN	1	1	2	2
Livvi	NOUN	conj	appos	PROPN	2	2	3	3
Livvi	NOUN	conj	appos	SCONJ	1	1	2	2
Livvi	NOUN	conj	coord	ADJ	2	2	8	8
Livvi	NOUN	conj	coord	NOUN	28	28	62	62
Livvi	NOUN	conj	coord	PRON	1	1	4	4
Livvi	NOUN	conj	coord	PROPN	2	2	4	4
Livvi	NOUN	conj	coord	SCONJ	1	1	9	9
Livvi	NOUN	conj	coord	VERB	1	1	3	3
Livvi	NOUN	det		PRON	12	0	-12	12
Livvi	NOUN	goeswith		X	3	3	6	6
Livvi	NOUN	mod		ADJ	71	0	-79	79
Livvi	NOUN	mod		ADV	3	0	-4	4
Livvi	NOUN	mod		AUX	3	2	4	14
Livvi	NOUN	mod		NOUN	56	2	-73	83
Livvi	NOUN	mod		NUM	17	4	-9	17
Livvi	NOUN	mod		PRON	13	1	-11	13
Livvi	NOUN	mod		PROPN	23	0	-25	25
Livvi	NOUN	mod		SCONJ	2	2	6	6
Livvi	NOUN	mod		VERB	6	3	4	14
Livvi	NOUN	orphan		ADV	1	0	-2	2
Livvi	NOUN	orphan		NOUN	4	1	-2	4
Livvi	NOUN	parataxis		ADJ	1	1	4	4
Livvi	NOUN	parataxis		NOUN	1	1	3	3
Livvi	NOUN	parataxis		PROPN	1	1	4	4
Livvi	NOUN	parataxis		VERB	1	1	7	7
Livvi	NOUN	punct		PUNCT	48	11	-60	82
Livvi	NOUN	subj		AUX	1	0	-2	2
Livvi	NOUN	subj		NOUN	1	0	-3	3
Livvi	NOUN	subj		PROPN	1	0	-4	4
Livvi	NOUN	subj		VERB	1	0	-1	1
Livvi	NOUN	udep		ADP	1	0	-1	1
Livvi	NOUN	udep		NOUN	3	3	9	9
Livvi	NOUN	udep		PRON	1	0	-2	2
Livvi	NOUN	udep		PROPN	2	2	9	9
Livvi	NOUN	unk		VERB	1	1	1	1
Livvi	NUM	conj	coord	NUM	1	1	2	2
Livvi	NUM	mod		AUX	1	1	5	5
Livvi	NUM	punct		PUNCT	1	1	1	1
Livvi	PRON	cc		CCONJ	5	0	-5	5
Livvi	PRON	conj	coord	VERB	1	1	3	3
Livvi	PRON	mod		ADJ	1	1	2	2
Livvi	PRON	mod		PRON	1	1	1	1
Livvi	PRON	mod		VERB	1	1	4	4
Livvi	PRON	orphan		PRON	3	3	3	3
Livvi	PRON	punct		PUNCT	4	0	-4	4
Livvi	PRON	udep		ADP	1	1	2	2
Livvi	PROPN	cc		CCONJ	8	0	-8	8
Livvi	PROPN	comp	obj	NOUN	1	0	-5	5
Livvi	PROPN	conj	appos	NOUN	1	1	11	11
Livvi	PROPN	conj	coord	NOUN	2	2	18	18
Livvi	PROPN	conj	coord	PROPN	8	8	21	21
Livvi	PROPN	flat		NOUN	1	1	1	1
Livvi	PROPN	flat		PROPN	9	9	9	9
Livvi	PROPN	mod		ADJ	1	0	-1	1
Livvi	PROPN	mod		NOUN	1	1	3	3
Livvi	PROPN	mod		PROPN	5	0	-5	5
Livvi	PROPN	orphan		NOUN	2	2	2	2
Livvi	PROPN	punct		PUNCT	9	2	-6	10
Livvi	SCONJ	comp	obj	AUX	8	8	21	21
Livvi	SCONJ	comp	obj	NOUN	2	2	6	6
Livvi	SCONJ	comp	obj	PRON	1	1	1	1
Livvi	SCONJ	comp	obj	VERB	8	8	19	19
Livvi	SCONJ	compound		ADV	1	0	-1	1
Livvi	SCONJ	discourse		INTJ	1	0	-1	1
Livvi	SCONJ	punct		PUNCT	19	3	3	43
Livvi	VERB	cc		CCONJ	27	0	-28	28
Livvi	VERB	comp	obj	ADJ	2	2	4	4
Livvi	VERB	comp	obj	AUX	2	2	4	4
Livvi	VERB	comp	obj	NOUN	63	43	54	106
Livvi	VERB	comp	obj	NUM	1	1	1	1
Livvi	VERB	comp	obj	PRON	18	6	-13	33
Livvi	VERB	comp	obj	PROPN	1	1	1	1
Livvi	VERB	comp	obj	SCONJ	3	3	6	6
Livvi	VERB	comp	obj	VERB	17	17	21	21
Livvi	VERB	comp	obj	X	1	1	3	3
Livvi	VERB	comp	obl	AUX	1	1	6	6
Livvi	VERB	comp	obl	VERB	3	3	7	7
Livvi	VERB	compound		NOUN	1	1	1	1
Livvi	VERB	conj	coord	AUX	1	1	5	5
Livvi	VERB	conj	coord	NOUN	1	1	5	5
Livvi	VERB	conj	coord	PRON	2	2	6	6
Livvi	VERB	conj	coord	VERB	48	48	213	213
Livvi	VERB	discourse		INTJ	2	0	-5	5
Livvi	VERB	mod		ADJ	2	1	-2	4
Livvi	VERB	mod		ADV	79	29	-66	162
Livvi	VERB	mod		AUX	5	5	29	29
Livvi	VERB	mod		NOUN	3	1	4	10
Livvi	VERB	mod		SCONJ	2	2	6	6
Livvi	VERB	mod		VERB	9	6	21	35
Livvi	VERB	orphan		ADJ	1	1	2	2
Livvi	VERB	parataxis		ADJ	1	1	5	5
Livvi	VERB	parataxis		AUX	5	5	20	20
Livvi	VERB	parataxis		SCONJ	4	4	12	12
Livvi	VERB	parataxis		VERB	19	19	79	79
Livvi	VERB	punct		PUNCT	197	111	422	782
Livvi	VERB	subj		NOUN	72	22	-15	131
Livvi	VERB	subj		PRON	21	1	-23	25
Livvi	VERB	subj		PROPN	8	5	0	12
Livvi	VERB	subj		SCONJ	1	1	1	1
Livvi	VERB	udep		ADP	6	2	1	11
Livvi	VERB	udep		ADV	1	0	-3	3
Livvi	VERB	udep		NOUN	95	61	88	186
Livvi	VERB	udep		PRON	3	2	-2	6
Livvi	VERB	udep		PROPN	15	12	29	35
Livvi	VERB	udep		SCONJ	1	0	-2	2
Livvi	VERB	udep		VERB	2	1	2	4
Livvi	VERB	vocative		PROPN	1	1	3	3
Livvi	X	cc		CCONJ	1	0	-1	1
Livvi	X	comp	obj	NOUN	1	0	-1	1
Livvi	X	conj	coord	NOUN	1	1	4	4
Livvi	X	flat		X	3	3	3	3
Livvi	X	mod		NUM	1	0	-2	2
Livvi	X	mod		X	1	0	-1	1
Livvi	__0__	root		AUX	30	30	91	91
Livvi	__0__	root		NOUN	4	4	14	14
Livvi	__0__	root		SCONJ	3	3	5	5
Livvi	__0__	root		VERB	88	88	291	291
Luxembourgish	ADJ	cc		CCONJ	1	0	-2	2
Luxembourgish	ADJ	conj	coord	ADJ	1	1	3	3
Luxembourgish	ADJ	det		DET	1	0	-1	1
Luxembourgish	ADP	comp	obj	NOUN	5	5	8	8
Luxembourgish	ADP	comp	obj	VERB	1	1	1	1
Luxembourgish	AUX	cc		CCONJ	2	0	-6	6
Luxembourgish	AUX	comp	aux	AUX	2	2	3	3
Luxembourgish	AUX	comp	aux	VERB	16	12	42	50
Luxembourgish	AUX	comp	pred	ADJ	1	1	2	2
Luxembourgish	AUX	comp	pred	ADP	1	1	1	1
Luxembourgish	AUX	comp	pred	NOUN	1	1	7	7
Luxembourgish	AUX	conj	coord	AUX	2	2	15	15
Luxembourgish	AUX	conj	coord	DET	1	1	4	4
Luxembourgish	AUX	conj	coord	NOUN	2	2	12	12
Luxembourgish	AUX	mod		ADV	2	2	2	2
Luxembourgish	AUX	mod		PART	1	1	1	1
Luxembourgish	AUX	mod		SCONJ	1	1	4	4
Luxembourgish	AUX	punct		PUNCT	16	14	110	128
Luxembourgish	AUX	subj		NOUN	8	1	-14	16
Luxembourgish	AUX	subj		PRON	11	1	-15	17
Luxembourgish	AUX	udep		ADP	1	0	-3	3
Luxembourgish	DET	cc		CCONJ	1	0	-1	1
Luxembourgish	NOUN	cc		CCONJ	4	0	-8	8
Luxembourgish	NOUN	conj	appos	NOUN	1	1	3	3
Luxembourgish	NOUN	conj	coord	NOUN	3	3	11	11
Luxembourgish	NOUN	det		DET	28	0	-32	32
Luxembourgish	NOUN	flat		NOUN	2	2	2	2
Luxembourgish	NOUN	mod		ADJ	1	0	-4	4
Luxembourgish	NOUN	mod		ADV	1	0	-2	2
Luxembourgish	NOUN	mod		AUX	1	1	5	5
Luxembourgish	NOUN	mod		NOUN	1	0	-2	2
Luxembourgish	NOUN	orphan		NOUN	3	3	5	5
Luxembourgish	NOUN	punct		PUNCT	4	2	-1	9
Luxembourgish	NOUN	udep		ADP	1	1	1	1
Luxembourgish	PART	comp	obj	VERB	1	1	1	1
Luxembourgish	PRON	unk		PART	1	0	-1	1
Luxembourgish	SCONJ	comp	obj	AUX	2	2	9	9
Luxembourgish	SCONJ	mod		ADV	1	0	-4	4
Luxembourgish	SCONJ	punct		PUNCT	2	0	-2	2
Luxembourgish	VERB	cc		CCONJ	3	1	0	10
Luxembourgish	VERB	comp		PRON	1	0	-1	1
Luxembourgish	VERB	comp	obj	NOUN	10	2	-11	19
Luxembourgish	VERB	comp	obj	PRON	3	0	-6	6
Luxembourgish	VERB	comp	obj	SCONJ	1	1	3	3
Luxembourgish	VERB	comp	obj	VERB	1	1	2	2
Luxembourgish	VERB	comp	obl	ADP	1	0	-8	8
Luxembourgish	VERB	comp	obl	PART	1	1	1	1
Luxembourgish	VERB	comp	obl	PRON	1	1	2	2
Luxembourgish	VERB	comp	obl	VERB	1	0	-1	1
Luxembourgish	VERB	comp	pred	ADJ	1	0	-1	1
Luxembourgish	VERB	conj	coord	VERB	3	3	9	9
Luxembourgish	VERB	det		DET	1	0	-5	5
Luxembourgish	VERB	mod		ADJ	1	0	-1	1
Luxembourgish	VERB	mod		ADV	1	0	-3	3
Luxembourgish	VERB	mod		PART	2	0	-3	3
Luxembourgish	VERB	punct		PUNCT	7	7	31	31
Luxembourgish	VERB	subj		PRON	6	3	0	6
Luxembourgish	VERB	udep		ADP	2	1	-2	4
Luxembourgish	VERB	udep		NOUN	1	0	-2	2
Luxembourgish	VERB	unk		PART	2	2	6	6
Luxembourgish	VERB	vocative		NOUN	1	0	-2	2
Luxembourgish	__0__	root		AUX	14	14	45	45
Luxembourgish	__0__	root		VERB	6	6	12	12
Macedonian	ADJ	cc		CCONJ	2	0	-2	2
Macedonian	ADJ	comp	obl	PRON	1	0	-3	3
Macedonian	ADJ	conj	coord	ADJ	2	2	4	4
Macedonian	ADJ	udep		ADP	5	5	5	5
Macedonian	ADJ	unk		PRON	1	0	-2	2
Macedonian	ADP	comp	obj	ADJ	1	1	1	1
Macedonian	ADP	comp	obj	ADV	2	2	2	2
Macedonian	ADP	comp	obj	DET	2	2	2	2
Macedonian	ADP	comp	obj	NOUN	63	63	83	83
Macedonian	ADP	comp	obj	PART	1	1	1	1
Macedonian	ADP	comp	obj	PRON	6	6	6	6
Macedonian	ADP	comp	obj	PROPN	7	7	7	7
Macedonian	ADP	comp	obj	SCONJ	1	1	1	1
Macedonian	ADP	comp	obj	VERB	2	2	6	6
Macedonian	ADP	conj	coord	ADP	1	1	4	4
Macedonian	ADP	punct		PUNCT	5	3	10	14
Macedonian	ADP	subj		AUX	1	0	-1	1
Macedonian	ADP	unk		PART	2	2	2	2
Macedonian	ADV	comp	obj	VERB	2	2	3	3
Macedonian	ADV	comp	obl	PRON	1	0	-3	3
Macedonian	ADV	mod		PART	1	0	-1	1
Macedonian	ADV	mod		VERB	1	1	5	5
Macedonian	ADV	punct		PUNCT	1	0	-2	2
Macedonian	ADV	reparandum		ADV	1	0	-3	3
Macedonian	ADV	unk		CCONJ	1	1	1	1
Macedonian	ADV	unk		PRON	1	0	-2	2
Macedonian	ADV	unk		SCONJ	3	3	3	3
Macedonian	AUX	cc		CCONJ	11	0	-16	16
Macedonian	AUX	comp	aux	ADJ	2	2	2	2
Macedonian	AUX	comp	aux	AUX	4	4	9	9
Macedonian	AUX	comp	aux	VERB	33	32	42	48
Macedonian	AUX	comp	pred	ADJ	10	10	11	11
Macedonian	AUX	comp	pred	ADP	3	3	3	3
Macedonian	AUX	comp	pred	ADV	4	3	2	4
Macedonian	AUX	comp	pred	NOUN	4	3	5	9
Macedonian	AUX	comp	pred	VERB	1	1	1	1
Macedonian	AUX	conj	coord	AUX	3	3	15	15
Macedonian	AUX	conj	coord	CCONJ	1	1	3	3
