x	y	n_langs	n_lineages	pearson	spearman	lineage_r	quad_min	quad_expected	quad_reading	p_quad	grid_empty	p_grid	coupled	claim	claim_violators	claim_viol_rate	claim_support	boot_kind	boot_survival	surprise
dist:det	pos:PRON	90	34	0.3	0.222	0.351	18	22.5		0.095	0.04	0.251	False					none	0.0	0.0075
dist:det	pos:VERB	90	34	0.164	0.229	0.141	19	22.5		0.191	0.04	0.251	False					none	0.0	0.0075
dist:udep	pos:INTJ	90	31	0.156	-0.001	0.28	22	22.5		1.0	0.04	0.251	False					none	0.0	0.0075
adist:subj	freq:vocative	86	32	-0.196	-0.26	-0.048	19	21.5		0.407	0.04	0.264	False					none	0.0	0.0074
adist:udep	dir:det	86	32	-0.138	-0.207	-0.245	15	21.5		0.017	0.04	0.264	False					none	0.0	0.0074
adist:udep	dist:det	86	32	-0.224	-0.319	-0.277	15	21.5		0.01	0.04	0.264	False					none	0.0	0.0074
dir:udep	dist:det	86	32	0.279	0.291	0.331	18	21.5		0.196	0.04	0.264	False					none	0.0	0.0074
dist:det	dist:udep	86	32	0.278	0.366	0.378	16	21.5		0.032	0.04	0.264	False					none	0.0	0.0074
dist:subj	freq:vocative	86	32	0.139	0.188	0.117	20	21.5		0.689	0.04	0.264	False					none	0.0	0.0074
adist:det	adist:mod	89	34	0.141	0.176	0.246	19	21.8		0.407	0.04	0.267	False					none	0.0	0.0073
adist:det	adist:subj	88	34	0.127	0.248	0.185	14	22.0		0.004	0.04	0.271	False					none	0.0	0.0073
adist:det	dir:comp:obj	89	34	0.036	-0.009	-0.137	22	22.0		1.0	0.04	0.267	False					none	0.0	0.0073
adist:det	dist:subj	88	34	-0.178	-0.259	-0.288	16	22.0		0.026	0.04	0.271	False					none	0.0	0.0073
adist:det	freq:subj	89	34	-0.032	0.01	0.06	21	21.8		1.0	0.04	0.267	False					none	0.0	0.0073
adist:det	pos:NUM	88	33	0.207	0.242	0.108	18	22.0		0.135	0.04	0.271	False					none	0.0	0.0073
adist:mod	dir:det	89	34	0.061	0.024	0.338	20	21.5		0.809	0.04	0.267	False					none	0.0	0.0073
adist:subj	dist:det	88	34	-0.023	-0.276	-0.079	15	22.0		0.003	0.04	0.271	False					none	0.0	0.0073
dir:comp:obj	dir:det	89	34	0.06	-0.029	-0.027	17	21.5		0.141	0.04	0.267	False	dir:comp:obj >= dir:det	Abkhaz,Akkadian,Amharic,Bambara,Beja,Ika,Pesh,Xavante	0.101	0.697	claim	0.0	0.0073
dir:comp:obj	dist:det	89	34	0.083	0.116	0.023	20	21.8		0.661	0.04	0.267	False					none	0.0	0.0073
dir:det	dir:mod	89	34	0.352	0.279	0.304	20	21.5		0.848	0.04	0.267	False	dir:mod >= dir:det	Abkhaz,Akkadian,Amharic,Bambara,Beja,Javanese,Old_Georgian,Xavante	0.09	0.719	claim	0.0	0.0073
dir:det	dist:comp:obj	89	34	-0.03	-0.194	-0.082	16	21.5		0.056	0.04	0.267	False					none	0.0	0.0073
dir:det	freq:subj	89	34	-0.007	0.036	-0.019	17	21.5		0.131	0.04	0.267	False					none	0.0	0.0073
dir:det	freq:udep	89	33	-0.133	-0.169	-0.038	18	21.5		0.192	0.04	0.267	False					none	0.0	0.0073
dir:det	pos:ADP	89	33	-0.0	-0.084	0.148	19	21.5		0.516	0.04	0.267	False					none	0.0	0.0073
dist:comp:obj	dist:det	89	34	-0.032	-0.111	-0.041	21	21.8		1.0	0.04	0.267	False					none	0.0	0.0073
dist:comp:obj	freq:vocative	89	32	-0.026	-0.111	0.068	19	21.8		0.39	0.04	0.267	False					none	0.0	0.0073
dist:det	dist:mod	89	34	0.335	0.411	0.355	17	21.8		0.069	0.04	0.267	False					none	0.0	0.0073
dist:det	dist:subj	88	34	-0.026	0.152	0.013	18	22.0		0.124	0.04	0.271	False					none	0.0	0.0073
dist:det	freq:subj	89	34	0.043	0.041	0.036	19	21.8		0.411	0.04	0.267	False					none	0.0	0.0073
dist:det	pos:ADP	89	33	0.003	-0.091	0.143	21	21.8		1.0	0.04	0.267	False					none	0.0	0.0073
dist:det	pos:NUM	88	33	-0.227	-0.299	-0.211	21	22.0		0.807	0.04	0.271	False					none	0.0	0.0073
freq:vocative	pos:CCONJ	88	30	0.071	-0.029	0.353	21	22.0		0.841	0.04	0.271	False					none	0.0	0.0073
adist:det	pos:ADJ	87	33	0.223	0.354	0.11	14	21.2		0.006	0.04	0.279	False					none	0.0	0.0072
adist:det	pos:PROPN	87	33	0.097	0.211	0.174	13	21.2		0.001	0.04	0.279	False					none	0.0	0.0072
adist:discourse	dir:comp:obl	31	13	0.021	-0.001	0.097	6	7.2		0.722	0.08	0.642	False					none	0.0	0.0072
dir:comp:obl	dir:discourse	31	13	-0.046	-0.066	-0.039	6	7.2		0.71	0.08	0.642	False	dir:comp:obl >= dir:discourse	Amharic,Beja,Buryat,Chintang,Guajajara,Ika,Marathi,Naga	0.419	0.419	claim	0.0	0.0072
dir:comp:obl	dist:discourse	31	13	0.188	0.236	0.27	6	7.2		0.733	0.08	0.642	False					none	0.0	0.0072
dir:det	pos:ADJ	87	33	-0.31	-0.29	-0.422	18	21.2		0.3	0.04	0.279	False					none	0.0	0.0072
dir:discourse	dist:comp:obl	31	13	0.004	-0.029	-0.211	6	7.2		0.727	0.08	0.642	False					none	0.0	0.0072
dist:comp:obl	dist:discourse	31	13	0.24	0.295	0.187	7	7.2		1.0	0.08	0.642	False					none	0.0	0.0072
dist:det	pos:ADJ	87	33	-0.368	-0.482	-0.472	12	21.2		0.001	0.04	0.279	False					none	0.0	0.0072
dir:det	pos:SCONJ	84	33	0.042	0.011	0.029	20	21.0		0.824	0.04	0.293	False					none	0.0	0.0071
dist:det	pos:SCONJ	84	33	0.114	0.234	0.093	17	21.0		0.142	0.04	0.293	False					none	0.0	0.0071
adist:cc	adist:comp	80	29	0.256	0.285	0.037	14	20.0		0.02	0.04	0.35	False					none	0.0	0.0065
adist:cc	dir:comp	80	29	-0.46	-0.399	-0.54	15	20.0		0.049	0.04	0.35	False					none	0.0	0.0065
adist:cc	dir:comp:obj	80	29	-0.428	-0.373	-0.513	17	20.0		0.284	0.04	0.35	False					none	0.0	0.0065
adist:cc	dir:mod	80	29	-0.295	-0.269	-0.274	18	20.0		0.506	0.04	0.35	False					none	0.0	0.0065
adist:cc	dist:comp:obj	80	29	-0.367	-0.208	-0.496	17	20.0		0.241	0.04	0.35	False					none	0.0	0.0065
adist:cc	freq:udep	80	29	0.073	0.123	0.026	16	20.0		0.113	0.04	0.35	False					none	0.0	0.0065
adist:cc	pos:ADP	80	29	0.01	0.11	-0.119	17	20.0		0.266	0.04	0.35	False					none	0.0	0.0065
adist:cc	pos:NOUN	80	29	0.177	0.117	0.252	18	20.0		0.479	0.04	0.35	False					none	0.0	0.0065
adist:comp	dir:cc	80	29	-0.028	0.025	-0.046	17	19.5		0.344	0.04	0.35	False					none	0.0	0.0065
adist:comp	dist:cc	80	29	-0.229	-0.244	-0.069	15	20.0		0.045	0.04	0.35	False					none	0.0	0.0065
adist:mod	dist:cc	80	29	-0.168	-0.261	0.085	15	20.0		0.035	0.04	0.35	False					none	0.0	0.0065
dir:cc	freq:comp	80	29	-0.089	-0.151	0.039	18	19.5		0.664	0.04	0.35	False					none	0.0	0.0065
dir:cc	freq:det	80	29	-0.01	-0.068	-0.208	18	19.5		0.648	0.04	0.35	False					none	0.0	0.0065
dir:cc	freq:mod	80	29	0.158	0.162	0.24	18	19.5		0.827	0.04	0.35	False					none	0.0	0.0065
dir:cc	freq:udep	80	29	-0.224	-0.082	-0.314	18	19.5		0.653	0.04	0.35	False					none	0.0	0.0065
dir:cc	pos:ADP	80	29	-0.199	-0.216	-0.273	16	19.5		0.25	0.04	0.35	False					none	0.0	0.0065
dir:cc	pos:ADV	80	29	-0.223	-0.214	-0.222	12	19.5		0.001	0.04	0.35	False					none	0.0	0.0065
dir:cc	pos:NOUN	80	29	0.127	0.277	0.167	15	19.5		0.112	0.04	0.35	False					none	0.0	0.0065
dir:cc	pos:PRON	80	29	-0.006	-0.227	-0.276	17	19.5		0.5	0.04	0.35	False					none	0.0	0.0065
dir:cc	pos:VERB	80	29	0.094	0.156	-0.015	16	19.5		0.181	0.04	0.35	False					none	0.0	0.0065
dist:cc	dist:mod	80	29	0.156	0.182	0.067	18	20.0		0.511	0.04	0.35	False					none	0.0	0.0065
dist:cc	freq:comp	80	29	0.065	0.003	-0.007	18	20.0		0.485	0.04	0.35	False					none	0.0	0.0065
dist:cc	freq:udep	80	29	-0.168	-0.196	-0.187	17	20.0		0.278	0.04	0.35	False					none	0.0	0.0065
dist:cc	pos:ADP	80	29	-0.089	-0.16	-0.045	17	20.0		0.224	0.04	0.35	False					none	0.0	0.0065
dist:cc	pos:ADV	80	29	-0.112	-0.079	-0.108	18	20.0		0.516	0.04	0.35	False					none	0.0	0.0065
dist:cc	pos:NOUN	80	29	-0.097	-0.052	-0.12	19	20.0		0.817	0.04	0.35	False					none	0.0	0.0065
dist:cc	pos:NUM	80	29	-0.06	-0.012	-0.199	19	20.0		0.797	0.04	0.35	False					none	0.0	0.0065
dist:cc	pos:PRON	80	29	0.165	0.02	0.023	19	20.0		0.824	0.04	0.35	False					none	0.0	0.0065
freq:vocative	pos:PART	80	30	0.136	0.188	0.333	19	20.0		0.8	0.04	0.35	False					none	0.0	0.0065
adist:cc	adist:subj	79	28	0.434	0.447	0.482	13	19.2		0.012	0.04	0.393	False					none	0.0	0.0061
adist:cc	adist:udep	79	28	0.418	0.39	0.435	12	19.2		0.004	0.04	0.393	False					none	0.0	0.0061
adist:cc	dir:subj	79	28	-0.376	-0.321	-0.432	15	19.2		0.116	0.04	0.393	False					none	0.0	0.0061
adist:cc	dir:udep	79	28	-0.487	-0.443	-0.505	13	19.2		0.018	0.04	0.393	False					none	0.0	0.0061
adist:cc	dist:subj	79	28	-0.481	-0.471	-0.531	16	19.2		0.249	0.04	0.393	False					none	0.0	0.0061
adist:cc	dist:udep	79	28	-0.543	-0.533	-0.54	10	19.2		0.0	0.04	0.393	False					none	0.0	0.0061
adist:cc	freq:subj	79	28	-0.124	-0.16	0.078	13	19.2		0.005	0.04	0.393	False					none	0.0	0.0061
adist:subj	dist:cc	79	28	-0.261	-0.272	-0.325	15	19.2		0.102	0.04	0.393	False					none	0.0	0.0061
adist:udep	dist:cc	79	28	-0.287	-0.272	-0.347	14	19.5		0.023	0.04	0.393	False					none	0.0	0.0061
dir:cc	dist:subj	79	28	-0.274	-0.469	-0.223	9	19.0		0.0	0.04	0.393	False					none	0.0	0.0061
dir:cc	freq:subj	79	28	0.096	-0.044	-0.105	15	19.0		0.169	0.04	0.393	False					none	0.0	0.0061
dir:cc	pos:ADJ	79	28	-0.037	0.022	0.066	18	19.0		1.0	0.04	0.393	False					none	0.0	0.0061
dir:cc	pos:AUX	79	29	-0.135	-0.214	-0.027	16	19.0		0.362	0.04	0.393	False					none	0.0	0.0061
dir:cc	pos:PROPN	79	29	0.236	0.015	0.51	18	19.0		1.0	0.04	0.393	False					none	0.0	0.0061
dir:det	freq:discourse	79	31	0.021	0.168	0.16	17	19.2		0.476	0.04	0.393	False					none	0.0	0.0061
dir:subj	dist:cc	79	28	0.237	0.239	0.233	15	19.2		0.102	0.04	0.393	False					none	0.0	0.0061
dir:udep	dist:cc	79	28	0.216	0.272	0.237	14	19.2		0.027	0.04	0.393	False					none	0.0	0.0061
dist:cc	dist:subj	79	28	0.28	0.316	0.323	16	19.2		0.268	0.04	0.393	False					none	0.0	0.0061
dist:cc	dist:udep	79	28	0.281	0.349	0.287	12	19.2		0.0	0.04	0.393	False					none	0.0	0.0061
dist:cc	freq:subj	79	28	0.146	0.193	-0.135	14	19.2		0.034	0.04	0.393	False					none	0.0	0.0061
freq:vocative	pos:INTJ	76	30	0.149	0.502	0.024	13	19.0		0.008	0.04	0.421	False					none	0.0	0.0058
adist:mod	dir:comp:aux	74	25	0.024	0.127	-0.081	18	18.5		1.0	0.04	0.46	False					none	0.0	0.0054
adist:mod	dist:comp:aux	74	25	-0.006	0.038	-0.103	17	18.5		0.619	0.04	0.46	False					none	0.0	0.0054
dir:cc	pos:DET	74	28	-0.055	-0.182	-0.222	18	18.5		1.0	0.04	0.46	False					none	0.0	0.0054
dir:comp:aux	freq:mod	75	26	-0.312	-0.349	-0.433	14	18.2		0.104	0.04	0.461	False					none	0.0	0.0054
dir:comp:aux	freq:udep	75	26	-0.107	-0.043	0.073	18	18.2		1.0	0.04	0.461	False					none	0.0	0.0054
dir:comp:aux	pos:ADP	75	26	0.178	0.257	0.174	17	18.2		0.817	0.04	0.461	False					none	0.0	0.0054
dir:comp:aux	pos:ADV	74	25	0.371	0.262	0.403	13	18.5		0.015	0.04	0.46	False					none	0.0	0.0054
dir:comp:aux	pos:AUX	75	26	0.133	0.17	0.25	17	18.2		0.8	0.04	0.461	False					none	0.0	0.0054
dir:comp:aux	pos:PRON	75	26	0.313	0.405	0.54	14	18.2		0.112	0.04	0.461	False					none	0.0	0.0054
dir:comp:aux	pos:PROPN	74	26	-0.282	-0.264	-0.56	13	18.5		0.03	0.04	0.46	False					none	0.0	0.0054
dir:comp:aux	pos:VERB	75	26	-0.219	-0.263	-0.218	16	18.2		0.484	0.04	0.461	False					none	0.0	0.0054
dir:subj	dist:comp:aux	74	26	0.372	0.443	0.227	11	18.5		0.001	0.04	0.46	False					none	0.0	0.0054
dist:comp:aux	freq:subj	74	26	-0.167	-0.041	0.113	15	18.5		0.174	0.04	0.46	False					none	0.0	0.0054
dist:comp:aux	pos:ADJ	74	26	0.12	-0.018	-0.127	16	18.5		0.339	0.04	0.46	False					none	0.0	0.0054
dist:comp:aux	pos:AUX	75	26	0.133	0.243	0.29	16	18.2		0.469	0.04	0.461	False					none	0.0	0.0054
dist:comp:aux	pos:PRON	75	26	0.139	0.306	0.442	11	18.2		0.005	0.04	0.461	False					none	0.0	0.0054
dist:comp:aux	pos:VERB	75	26	-0.377	-0.335	-0.268	14	18.2		0.115	0.04	0.461	False					none	0.0	0.0054
adist:cc	adist:det	73	29	0.069	0.176	-0.047	14	17.8		0.15	0.04	0.468	False					none	0.0	0.0053
adist:cc	dist:det	73	29	-0.245	-0.308	-0.187	13	17.8		0.069	0.04	0.468	False					none	0.0	0.0053
dir:cc	dir:det	73	29	0.049	-0.015	0.042	15	17.5		0.513	0.04	0.468	False	dir:det >= dir:cc	Beja,Bhojpuri,Breton,Buryat,Cappadocian,Chintang,Korean,Malayalam	0.205	0.274	claim	0.0	0.0053
dir:comp:aux	dist:udep	73	25	0.695	0.597	0.59	8	17.8		0.0	0.04	0.468	False					none	0.0	0.0053
dir:det	dist:cc	73	29	0.24	0.387	0.169	13	17.8		0.065	0.04	0.468	False					none	0.0	0.0053
dir:cc	freq:discourse	71	28	0.114	0.205	0.139	13	17.2		0.096	0.04	0.513	False					none	0.0	0.0049
dir:comp:aux	pos:SCONJ	72	24	0.368	0.439	0.309	13	18.0		0.046	0.04	0.507	False					none	0.0	0.0049
dist:cc	freq:discourse	71	28	-0.065	0.025	0.038	17	17.2		1.0	0.04	0.513	False					none	0.0	0.0049
dist:comp:aux	pos:SCONJ	72	24	0.209	0.256	0.206	14	18.0		0.125	0.04	0.507	False					none	0.0	0.0049
adist:det	freq:vocative	69	30	0.007	-0.157	0.06	14	16.8		0.354	0.04	0.572	False					none	0.0	0.0043
adist:mod	dir:comp:pred	68	26	0.066	0.116	-0.193	15	17.0		0.454	0.04	0.573	False					none	0.0	0.0043
dir:comp:aux	freq:discourse	69	24	-0.201	-0.192	-0.248	13	16.8		0.125	0.04	0.572	False					none	0.0	0.0043
dir:comp:aux	pos:DET	69	25	0.286	0.312	0.369	13	16.8		0.145	0.04	0.572	False					none	0.0	0.0043
dir:comp:pred	freq:cc	68	26	0.198	0.21	0.12	13	17.0		0.062	0.04	0.573	False					none	0.0	0.0043
dir:comp:pred	freq:det	68	26	0.307	0.231	0.448	15	17.0		0.487	0.04	0.573	False					none	0.0	0.0043
dir:comp:pred	freq:mod	68	26	-0.326	-0.299	-0.323	12	17.0		0.034	0.04	0.573	False					none	0.0	0.0043
dir:comp:pred	freq:subj	68	26	-0.262	-0.263	-0.152	13	17.0		0.08	0.04	0.573	False					none	0.0	0.0043
dir:comp:pred	freq:udep	68	26	-0.042	-0.08	0.009	16	17.0		0.808	0.04	0.573	False					none	0.0	0.0043
dir:comp:pred	pos:ADP	68	26	0.248	0.3	0.257	13	17.0		0.099	0.04	0.573	False					none	0.0	0.0043
dir:comp:pred	pos:ADV	68	26	0.326	0.343	0.248	13	17.0		0.085	0.04	0.573	False					none	0.0	0.0043
dir:comp:pred	pos:AUX	68	26	0.038	0.151	0.093	14	17.0		0.207	0.04	0.573	False					none	0.0	0.0043
dir:comp:pred	pos:NOUN	68	26	-0.386	-0.345	-0.355	12	17.0		0.025	0.04	0.573	False					none	0.0	0.0043
dir:comp:pred	pos:PRON	68	26	0.26	0.371	0.472	12	17.0		0.029	0.04	0.573	False					none	0.0	0.0043
dir:comp:pred	pos:VERB	68	26	-0.248	-0.217	-0.119	13	17.0		0.084	0.04	0.573	False					none	0.0	0.0043
dir:det	freq:vocative	69	30	0.209	0.32	0.36	10	16.5		0.006	0.04	0.572	False					none	0.0	0.0043
dir:mod	dist:comp:pred	68	26	0.31	0.316	0.359	11	17.0		0.006	0.04	0.573	False					none	0.0	0.0043
dir:subj	dist:comp:pred	68	26	0.359	0.358	0.395	12	17.0		0.021	0.04	0.573	False					none	0.0	0.0043
dist:comp:aux	pos:DET	69	25	0.231	0.243	0.314	12	16.8		0.057	0.04	0.572	False					none	0.0	0.0043
dist:comp:pred	dist:mod	68	26	0.474	0.459	0.537	10	17.0		0.0	0.04	0.573	False					none	0.0	0.0043
dist:comp:pred	freq:cc	68	26	0.149	0.197	0.073	12	17.0		0.027	0.04	0.573	False					none	0.0	0.0043
dist:comp:pred	freq:det	68	26	0.257	0.23	0.388	16	17.0		0.808	0.04	0.573	False					none	0.0	0.0043
dist:comp:pred	freq:mod	68	26	-0.224	-0.218	-0.208	13	17.0		0.093	0.04	0.573	False					none	0.0	0.0043
dist:comp:pred	freq:subj	68	26	-0.255	-0.23	-0.185	13	17.0		0.078	0.04	0.573	False					none	0.0	0.0043
dist:comp:pred	freq:udep	68	26	-0.033	-0.06	0.019	17	17.0		1.0	0.04	0.573	False					none	0.0	0.0043
dist:comp:pred	pos:ADP	68	26	0.216	0.246	0.261	14	17.0		0.208	0.04	0.573	False					none	0.0	0.0043
dist:comp:pred	pos:ADV	68	26	0.374	0.416	0.257	12	17.0		0.044	0.04	0.573	False					none	0.0	0.0043
dist:comp:pred	pos:AUX	68	26	-0.031	0.081	0.009	15	17.0		0.481	0.04	0.573	False					none	0.0	0.0043
dist:comp:pred	pos:CCONJ	68	26	0.215	0.246	0.12	12	17.0		0.025	0.04	0.573	False					none	0.0	0.0043
dist:comp:pred	pos:NOUN	68	26	-0.326	-0.287	-0.269	13	17.0		0.086	0.04	0.573	False					none	0.0	0.0043
dist:comp:pred	pos:VERB	68	26	-0.228	-0.215	-0.071	13	17.0		0.087	0.04	0.573	False					none	0.0	0.0043
dist:det	freq:vocative	69	30	0.235	0.338	0.354	10	16.8		0.001	0.04	0.572	False					none	0.0	0.0043
dir:comp:pred	pos:NUM	67	26	-0.155	-0.118	-0.041	14	16.2		0.463	0.04	0.608	False					none	0.0	0.0039
dir:comp:pred	pos:SCONJ	67	26	0.374	0.405	0.367	12	16.2		0.078	0.04	0.608	False					none	0.0	0.0039
dist:comp:pred	pos:NUM	67	26	-0.024	-0.007	0.1	14	16.2		0.449	0.04	0.608	False					none	0.0	0.0039
dist:comp:pred	pos:PROPN	67	26	-0.124	-0.15	-0.41	16	16.2		1.0	0.04	0.608	False					none	0.0	0.0039
dist:comp:pred	pos:SCONJ	67	26	0.268	0.294	0.297	13	16.2		0.232	0.04	0.608	False					none	0.0	0.0039
adist:udep	dist:comp:pred	66	26	-0.256	-0.192	-0.268	13	16.5		0.14	0.04	0.617	False					none	0.0	0.0038
dir:cc	pos:PART	66	27	0.082	0.151	-0.028	13	16.5		0.131	0.04	0.617	False					none	0.0	0.0038
dir:comp:pred	pos:ADJ	66	25	-0.073	-0.087	-0.065	15	16.5		0.606	0.04	0.617	False					none	0.0	0.0038
dist:cc	pos:PART	66	27	-0.064	0.149	-0.034	15	16.5		0.607	0.04	0.617	False					none	0.0	0.0038
adist:cc	dir:comp:aux	65	24	-0.499	-0.417	-0.42	11	15.8		0.048	0.04	0.646	False					none	0.0	0.0035
adist:cc	dist:comp:aux	65	24	-0.368	-0.344	-0.354	13	15.8		0.319	0.04	0.646	False					none	0.0	0.0035
dir:cc	dist:comp:aux	65	24	-0.45	-0.519	-0.479	9	15.5		0.004	0.04	0.646	False					none	0.0	0.0035
dir:cc	pos:INTJ	65	26	-0.074	0.025	-0.078	15	15.5		1.0	0.04	0.646	False					none	0.0	0.0035
dist:cc	dist:comp:aux	65	24	0.075	0.166	0.05	14	15.8		0.608	0.04	0.646	False					none	0.0	0.0035
adist:det	dir:comp:pred	64	26	0.104	0.055	-0.187	15	16.0		0.798	0.04	0.655	False					none	0.0	0.0034
adist:det	dist:comp:aux	64	25	0.233	0.206	0.304	15	16.0		0.777	0.04	0.655	False					none	0.0	0.0034
dir:comp:aux	dir:det	64	25	0.159	0.047	0.216	14	16.0		0.453	0.04	0.655	False	dir:comp:aux >= dir:det	Amharic,Beja,Buryat,Ika,Naga	0.078	0.688	claim	0.0	0.0034
dir:comp:pred	dir:det	64	26	0.011	-0.08	0.011	13	16.0		0.213	0.04	0.655	False	dir:comp:pred >= dir:det	Abkhaz,Amharic,Beja,Ika,Old_Georgian,Pesh	0.094	0.703	claim	0.0	0.0034
dir:comp:pred	dist:det	64	26	0.01	-0.042	0.106	14	16.0		0.459	0.04	0.655	False					none	0.0	0.0034
dir:det	dist:comp:aux	64	25	0.034	-0.198	0.167	10	16.0		0.005	0.04	0.655	False					none	0.0	0.0034
dir:det	dist:comp:pred	64	26	-0.118	-0.213	-0.081	13	16.0		0.205	0.04	0.655	False					none	0.0	0.0034
dist:comp:aux	dist:det	64	25	0.006	-0.108	0.157	16	16.0		1.0	0.04	0.655	False					none	0.0	0.0034
dist:comp:pred	dist:det	64	26	-0.153	-0.227	-0.01	13	16.0		0.234	0.04	0.655	False					none	0.0	0.0034
adist:cc	freq:vocative	62	26	-0.085	-0.073	-0.192	15	15.5		1.0	0.04	0.703	False					none	0.0	0.003
dir:comp:aux	pos:INTJ	62	23	0.121	0.08	0.247	15	15.5		1.0	0.04	0.703	False					none	0.0	0.003
dir:comp:aux	pos:PART	62	24	-0.185	-0.108	-0.001	13	15.5		0.285	0.04	0.703	False					none	0.0	0.003
dist:comp:aux	pos:INTJ	62	23	0.222	0.008	0.232	15	15.5		1.0	0.04	0.703	False					none	0.0	0.003
dist:comp:aux	pos:PART	62	24	-0.217	-0.205	0.063	14	15.5		0.612	0.04	0.703	False					none	0.0	0.003
dir:comp:pred	freq:discourse	61	24	-0.047	-0.127	-0.302	11	14.8		0.11	0.04	0.718	False					none	0.0	0.0028
dist:comp:pred	freq:discourse	61	24	0.028	-0.132	-0.307	12	14.8		0.286	0.04	0.718	False					none	0.0	0.0028
adist:mod	dist:comp:obl	58	21	0.156	0.112	0.171	14	14.5		1.0	0.04	0.781	False					none	0.0	0.0022
dir:comp:obl	dir:mod	58	21	0.434	0.43	0.459	12	14.5		0.305	0.04	0.781	False	dir:comp:obl >= dir:mod	Abkhaz,Akkadian,Albanian,Beja,Central_Kurdish,Chintang,Guajajara,Ika	0.241	0.448	claim	0.0	0.0022
dir:comp:obl	dist:mod	58	21	0.474	0.458	0.651	9	14.5		0.014	0.04	0.781	False					none	0.0	0.0022
dir:comp:obl	freq:det	58	21	-0.007	-0.06	0.179	14	14.5		1.0	0.04	0.781	False					none	0.0	0.0022
dir:comp:obl	freq:mod	58	21	-0.307	-0.262	-0.247	11	14.5		0.108	0.04	0.781	False					none	0.0	0.0022
dir:comp:obl	pos:ADV	58	21	0.211	0.186	0.188	13	14.5		0.625	0.04	0.781	False					none	0.0	0.0022
dir:comp:obl	pos:NUM	58	21	-0.15	-0.105	-0.032	14	14.5		1.0	0.04	0.781	False					none	0.0	0.0022
dir:comp:obl	pos:VERB	58	21	-0.199	-0.187	-0.193	13	14.5		0.61	0.04	0.781	False					none	0.0	0.0022
dist:comp:obl	dist:mod	58	21	0.304	0.405	0.335	9	14.5		0.008	0.04	0.781	False					none	0.0	0.0022
dist:comp:obl	freq:cc	58	21	0.078	0.173	-0.036	11	14.5		0.114	0.04	0.781	False					none	0.0	0.0022
dist:comp:obl	freq:det	58	21	-0.005	-0.022	0.027	14	14.5		1.0	0.04	0.781	False					none	0.0	0.0022
dist:comp:obl	freq:mod	58	21	-0.332	-0.264	-0.24	11	14.5		0.114	0.04	0.781	False					none	0.0	0.0022
dist:comp:obl	freq:udep	58	21	-0.195	-0.22	-0.141	12	14.5		0.301	0.04	0.781	False					none	0.0	0.0022
dist:comp:obl	pos:ADV	58	21	0.335	0.236	0.419	14	14.5		1.0	0.04	0.781	False					none	0.0	0.0022
dist:comp:obl	pos:NUM	58	21	-0.117	-0.069	0.132	14	14.5		1.0	0.04	0.781	False					none	0.0	0.0022
dist:comp:obl	pos:PRON	58	21	0.183	0.288	0.053	14	14.5		1.0	0.04	0.781	False					none	0.0	0.0022
dir:comp:obl	pos:ADJ	56	20	0.007	-0.0	0.062	14	14.0		1.0	0.04	0.793	False					none	0.0	0.0021
dir:comp:obl	pos:AUX	56	20	0.274	0.354	0.242	11	14.0		0.169	0.04	0.793	False					none	0.0	0.0021
dir:comp:pred	pos:PART	56	25	-0.103	0.065	-0.137	14	14.0		1.0	0.04	0.793	False					none	0.0	0.0021
dist:comp:obl	pos:ADJ	56	20	-0.09	-0.065	-0.023	14	14.0		1.0	0.04	0.793	False					none	0.0	0.0021
dist:comp:pred	pos:PART	56	25	-0.061	-0.012	-0.144	14	14.0		1.0	0.04	0.793	False					none	0.0	0.0021
adist:udep	dir:comp:obl	57	21	-0.237	-0.215	-0.225	11	13.8		0.294	0.04	0.812	False					none	0.0	0.0019
adist:udep	dist:comp:obl	57	21	-0.322	-0.255	-0.448	10	13.8		0.113	0.04	0.812	False					none	0.0	0.0019
dir:comp:obl	dist:udep	57	21	0.588	0.604	0.701	7	13.8		0.004	0.04	0.812	False					none	0.0	0.0019
dir:comp:pred	pos:INTJ	57	23	0.099	-0.043	0.05	11	13.8		0.289	0.04	0.812	False					none	0.0	0.0019
dist:comp:obl	dist:udep	57	21	0.556	0.608	0.63	6	13.8		0.0	0.04	0.812	False					none	0.0	0.0019
dist:comp:obl	pos:CCONJ	57	20	0.111	0.196	-0.028	10	13.8		0.11	0.04	0.812	False					none	0.0	0.0019
dist:comp:obl	pos:PROPN	57	21	-0.385	-0.206	-0.578	11	13.8		0.297	0.04	0.812	False					none	0.0	0.0019
adist:comp	adist:discourse	55	21	0.143	0.223	-0.012	13	13.2		1.0	0.04	0.834	False					none	0.0	0.0017
adist:det	dir:comp:obl	54	20	0.357	0.289	0.172	12	13.5		0.604	0.04	0.834	False					none	0.0	0.0017
adist:det	dist:comp:obl	54	20	0.276	0.19	0.027	12	13.5		0.582	0.04	0.834	False					none	0.0	0.0017
adist:discourse	adist:mod	55	21	0.16	0.227	0.131	12	13.2		0.799	0.04	0.834	False					none	0.0	0.0017
adist:discourse	adist:subj	54	21	0.083	0.155	-0.2	13	13.5		1.0	0.04	0.834	False					none	0.0	0.0017
adist:discourse	dir:mod	55	21	0.277	0.3	0.309	9	13.2		0.058	0.04	0.834	False					none	0.0	0.0017
