measure	language	value	n_scope	n_hit	ci_low	ci_high
freq:comp	Gujarati	38.1452	1240	473	35.482	40.881
freq:comp	Gwichin	45.6522	322	147	40.295	51.112
freq:comp	Haitian_Creole	28.5071	2666	760	26.825	30.251
freq:comp	Hausa	59.1131	33825	19995	58.588	59.636
freq:comp	Hebrew	36.7471	6425	2361	35.576	37.934
freq:comp	Highland_Puebla_Nahuatl	17.5977	5478	964	16.612	18.629
freq:comp	Hittite	25.1631	1073	270	22.658	27.845
freq:comp	Ika	43.5448	3594	1565	41.932	45.172
freq:comp	Irish	36.5058	3646	1331	34.958	38.082
freq:comp	Italian	41.2865	5130	2118	39.946	42.64
freq:comp	Javanese	21.839	9799	2140	21.032	22.668
freq:comp	Kaapor	30.1471	272	82	25.001	35.846
freq:comp	Kadiweu	19.6532	173	34	14.419	26.206
freq:comp	Kangri	43.9247	1646	723	41.544	46.334
freq:comp	Karelian	24.7363	1896	469	22.846	26.728
freq:comp	Karo	37.9941	1366	519	35.457	40.598
freq:comp	Kazakh	19.5865	6433	1260	18.635	20.574
freq:comp	Kiche	23.9967	6055	1453	22.938	25.089
freq:comp	Komi_Permyak	24.1327	663	160	21.031	27.533
freq:comp	Komi_Zyrian	22.2499	6427	1430	21.25	23.283
freq:comp	Korean	24.6722	17465	4309	24.038	25.317
freq:comp	Kyrgyz	27.9948	768	215	24.935	31.274
freq:comp	Latgalian	33.0	100	33	24.563	42.695
freq:comp	Latvian	33.3333	99	33	24.824	43.088
freq:comp	Ligurian	40.7299	5124	2087	39.392	42.082
freq:comp	Lithuanian	28.4525	3244	923	26.926	30.03
freq:comp	Livvi	23.6422	939	222	21.035	26.464
freq:comp	Luxembourgish	37.5	136	51	29.812	45.875
freq:comp	Macedonian	51.7714	875	453	48.46	55.067
freq:comp	Madi	43.0769	65	28	31.759	55.167
freq:comp	Makurap	23.5294	102	24	16.352	32.628
freq:comp	Malayalam	22.4015	1549	347	20.395	24.545
freq:comp	Marathi	36.8846	2356	869	34.959	38.853
freq:comp	Mbya_Guarani	44.2748	655	290	40.515	48.101
freq:comp	Middle_Armenian	36.919	753	278	33.547	40.424
freq:comp	Middle_French	37.0188	5689	2106	35.773	38.282
freq:comp	Moksha	22.739	2709	616	21.2	24.355
freq:comp	Munduruku	32.967	637	210	29.428	36.71
freq:comp	Naga	34.1121	1926	657	32.028	36.259
freq:comp	Neapolitan	40.0	140	56	32.257	48.277
freq:comp	Nenets	21.1422	823	174	18.49	24.063
freq:comp	Nepali	19.5531	537	105	16.42	23.119
freq:comp	Northern_Kurdish	36.5792	7127	2607	35.468	37.704
freq:comp	Northwest_Gbaya	39.3561	2081	819	37.279	41.473
freq:comp	Odia	20.1352	3551	715	18.849	21.486
freq:comp	Old_English	37.6147	109	41	29.089	46.984
freq:comp	Old_French	37.7622	12584	4752	36.919	38.613
freq:comp	Old_Georgian	23.7629	5214	1239	22.627	24.937
freq:comp	Old_Irish	27.2588	653	178	23.984	30.8
freq:comp	Old_Turkish	57.3171	82	47	46.521	67.458
freq:comp	Ottoman_Turkish	19.8814	6574	1307	18.934	20.864
freq:comp	Pashto	38.9629	4879	1901	37.604	40.339
freq:comp	Paumari	37.594	266	100	31.989	43.552
freq:comp	Pesh	43.336	2506	1086	41.408	45.285
freq:comp	Phrygian	37.5461	1084	407	34.712	40.468
freq:comp	Polish	37.7062	13279	5007	36.886	38.534
freq:comp	Punjabi	38.348	2845	1091	36.578	40.149
freq:comp	Romanian	42.8383	3798	1627	41.273	44.419
freq:comp	Ruuli	40.3889	3600	1454	38.797	42.001
freq:comp	Sanskrit	14.8554	1279	190	13.012	16.91
freq:comp	Shanghainese	37.2226	5408	2013	35.944	38.52
freq:comp	Sicilian	41.1204	7979	3281	40.045	42.204
freq:comp	Sinhala	26.5328	946	251	23.818	29.437
freq:comp	Skolt_Sami	29.4045	1612	474	27.231	31.675
freq:comp	South_Levantine_Arabic	43.6433	527	230	39.47	47.908
freq:comp	Southern_Kurdish	27.1856	835	227	24.277	30.303
freq:comp	Spanish	37.5525	5238	1967	36.251	38.873
freq:comp	Spanish_Sign_Language	22.3881	670	150	19.394	25.697
freq:comp	Swedish	38.4366	8929	3432	37.433	39.45
freq:comp	Swedish_Sign_Language	22.6829	820	186	19.948	25.673
freq:comp	Tagalog	49.9603	1261	630	47.205	52.716
freq:comp	Tamil	25.8334	9209	2379	24.95	26.737
freq:comp	Tatar	17.7658	1486	264	15.906	19.792
freq:comp	Teko	27.705	1451	402	25.463	30.064
freq:comp	Telugu	21.8203	3373	736	20.459	23.246
freq:comp	Telugu_English	28.2353	255	72	23.065	34.052
freq:comp	Tswana	51.4085	142	73	43.26	59.483
freq:comp	Tupinamba	22.9724	2355	541	21.318	24.715
freq:comp	Turkish	23.4601	23248	5454	22.92	24.009
freq:comp	Turkish_English	24.2424	264	64	19.466	29.757
freq:comp	Umbrian	36.8899	881	325	33.767	40.127
freq:comp	Upper_Sorbian	29.5039	7277	2147	28.467	30.562
freq:comp	Uzbek	20.1559	8598	1733	19.321	21.017
freq:comp	Veps	25.9386	879	228	23.15	28.936
freq:comp	Vietnamese	33.6742	1369	461	31.22	36.22
freq:comp	Warlpiri	55.3922	204	113	48.534	62.051
freq:comp	Wolof	41.981	32105	13478	41.442	42.522
freq:comp	Xavante	38.6578	1058	409	35.77	41.628
freq:comp	Xibe	31.34	10903	3417	30.476	32.217
freq:comp	Yakut	19.8052	924	183	17.363	22.498
freq:comp	Yoruba	40.9176	5863	2399	39.665	42.182
freq:comp	Yupik	22.7536	690	157	19.781	26.028
freq:comp	Zazaki	39.2109	811	318	35.909	42.614
freq:det	Abaza	1.6279	430	7	0.791	3.322
freq:det	Abkhaz	1.0779	6958	75	0.861	1.349
freq:det	Akkadian	13.3824	1360	182	11.676	15.295
freq:det	Akuntsu	1.2839	701	9	0.677	2.422
freq:det	Albanian	15.7164	3385	532	14.529	16.981
freq:det	Alemannic	11.2637	1092	123	9.523	13.276
freq:det	Amharic	6.3019	7585	478	5.777	6.871
freq:det	Apurina	6.1017	590	36	4.44	8.332
freq:det	Assamese	4.5775	568	26	3.143	6.623
freq:det	Assyrian	5.3333	300	16	3.309	8.487
freq:det	Azerbaijani	2.7184	515	14	1.626	4.511
freq:det	Bambara	5.2011	9748	507	4.778	5.66
freq:det	Bavarian	17.1394	10788	1849	16.44	17.862
freq:det	Beja	20.9034	8147	1703	20.034	21.8
freq:det	Bengali	7.2727	165	12	4.209	12.281
freq:det	Bhojpuri	4.5324	3839	174	3.919	5.237
freq:det	Bokota	0.5845	1711	10	0.318	1.073
freq:det	Brahui	5.7052	631	36	4.149	7.797
freq:det	Breton	16.2348	7410	1203	15.413	17.092
freq:det	Buryat	3.748	6110	229	3.3	4.254
freq:det	Cantonese	3.8925	8632	336	3.505	4.321
freq:det	Cappadocian	20.9687	3324	697	19.619	22.386
freq:det	Cebuano	1.1715	939	11	0.655	2.085
freq:det	Central_Kurdish	5.122	410	21	3.374	7.703
freq:det	Chinese	2.5329	15121	383	2.294	2.796
freq:det	Chintang	4.9188	8864	436	4.488	5.389
freq:det	Chukchi	1.1845	3208	38	0.864	1.622
freq:det	Classical_Chinese	1.217	493	6	0.559	2.629
freq:det	Czech	5.0394	4187	211	4.417	5.744
freq:det	English	11.295	35538	4014	10.97	11.628
freq:det	Esperanto	10.4016	2490	259	9.263	11.662
freq:det	Faroese	2.819	6598	186	2.446	3.247
freq:det	Finnish	2.2469	10904	245	1.985	2.542
freq:det	French	18.7454	4065	762	17.575	19.974
freq:det	Frisian_Dutch	11.6304	2846	331	10.504	12.86
freq:det	Gheg	10.1082	12663	1280	9.595	10.645
freq:det	Gorontalo	8.2278	158	13	4.871	13.567
freq:det	Greek	20.1499	15608	3145	19.528	20.787
freq:det	Guajajara	1.6066	6349	102	1.325	1.946
freq:det	Guarani	2.027	148	3	0.692	5.79
freq:det	Gujarati	1.6935	1240	21	1.11	2.575
freq:det	Gwichin	1.2422	322	4	0.484	3.15
freq:det	Haitian_Creole	11.2528	2666	300	10.109	12.509
freq:det	Hausa	3.3762	33825	1142	3.189	3.574
freq:det	Hebrew	10.1323	6425	651	9.418	10.894
freq:det	Highland_Puebla_Nahuatl	7.9774	5478	437	7.289	8.725
freq:det	Hittite	1.3979	1073	15	0.849	2.294
freq:det	Ika	1.419	3594	51	1.081	1.861
freq:det	Irish	8.7767	3646	320	7.901	9.739
freq:det	Italian	19.8441	5130	1018	18.775	20.958
freq:det	Javanese	6.9599	9799	682	6.473	7.481
freq:det	Kaapor	0.3676	272	1	0.065	2.053
freq:det	Kadiweu	19.6532	173	34	14.419	26.206
freq:det	Kangri	3.3414	1646	55	2.576	4.324
freq:det	Karelian	1.9515	1896	37	1.419	2.678
freq:det	Karo	0.4392	1366	6	0.201	0.955
freq:det	Kazakh	3.3888	6433	218	2.974	3.859
freq:det	Kiche	23.3031	6055	1411	22.255	24.385
freq:det	Komi_Permyak	1.81	663	12	1.038	3.137
freq:det	Komi_Zyrian	2.4428	6427	157	2.093	2.85
freq:det	Korean	4.0023	17465	699	3.722	4.303
freq:det	Kyrgyz	2.0833	768	16	1.286	3.357
freq:det	Latgalian	6.0	100	6	2.779	12.477
freq:det	Latvian	5.0505	99	5	2.176	11.283
freq:det	Ligurian	16.5691	5124	849	15.576	17.612
freq:det	Lithuanian	4.4081	3244	143	3.754	5.17
freq:det	Livvi	1.278	939	12	0.733	2.22
freq:det	Luxembourgish	22.0588	136	30	15.911	29.741
freq:det	Macedonian	2.2857	875	20	1.484	3.504
freq:det	Malayalam	2.6469	1549	41	1.957	3.571
freq:det	Marathi	4.8387	2356	114	4.043	5.781
freq:det	Mbya_Guarani	1.374	655	9	0.725	2.591
freq:det	Middle_Armenian	4.7809	753	36	3.473	6.548
freq:det	Middle_French	14.695	5689	836	13.799	15.639
freq:det	Moksha	2.4363	2709	66	1.92	3.088
freq:det	Munduruku	0.471	637	3	0.16	1.375
freq:det	Naga	7.0093	1926	135	5.953	8.237
freq:det	Neapolitan	17.8571	140	25	12.398	25.033
freq:det	Nenets	1.0936	823	9	0.576	2.065
freq:det	Nepali	7.0764	537	38	5.199	9.564
freq:det	Northern_Kurdish	2.9886	7127	213	2.618	3.41
freq:det	Northwest_Gbaya	2.1144	2081	44	1.579	2.826
freq:det	Odia	4.8719	3551	173	4.211	5.63
freq:det	Old_English	8.2569	109	9	4.405	14.951
freq:det	Old_French	16.0045	12584	2014	15.374	16.655
freq:det	Old_Georgian	6.636	5214	346	5.992	7.344
freq:det	Old_Irish	6.1256	653	40	4.53	8.234
freq:det	Old_Turkish	6.0976	82	5	2.632	13.492
freq:det	Ottoman_Turkish	7.9556	6574	523	7.326	8.635
freq:det	Pashto	5.6569	4879	276	5.043	6.341
freq:det	Paumari	18.0451	266	48	13.889	23.111
freq:det	Pesh	4.5491	2506	114	3.8	5.437
freq:det	Phrygian	11.4391	1084	124	9.679	13.472
freq:det	Polish	2.455	13279	326	2.205	2.732
freq:det	Punjabi	6.116	2845	174	5.293	7.057
freq:det	Romanian	6.1611	3798	234	5.44	6.971
freq:det	Ruuli	2.5833	3600	93	2.113	3.154
freq:det	Sanskrit	4.8475	1279	62	3.8	6.166
freq:det	Shanghainese	1.8491	5408	100	1.523	2.244
freq:det	Sicilian	16.2301	7979	1295	15.437	17.055
freq:det	Sinhala	4.4397	946	42	3.301	5.947
freq:det	Skolt_Sami	3.536	1612	57	2.739	4.554
freq:det	South_Levantine_Arabic	3.6053	527	19	2.32	5.562
freq:det	Southern_Kurdish	3.9521	835	33	2.828	5.498
freq:det	Spanish	14.1466	5238	741	13.229	15.117
freq:det	Spanish_Sign_Language	3.7313	670	25	2.54	5.45
freq:det	Swedish	4.7262	8929	422	4.305	5.186
freq:det	Swedish_Sign_Language	8.2927	820	68	6.594	10.38
freq:det	Tagalog	2.8549	1261	36	2.069	3.927
freq:det	Tamil	1.8243	9209	168	1.57	2.118
freq:det	Tatar	0.8748	1486	13	0.512	1.491
freq:det	Teko	4.4108	1451	64	3.469	5.593
freq:det	Telugu	4.5953	3373	155	3.939	5.355
freq:det	Telugu_English	7.8431	255	20	5.134	11.803
freq:det	Tupinamba	1.0616	2355	25	0.72	1.562
freq:det	Turkish	7.1533	23248	1663	6.829	7.492
freq:det	Turkish_English	9.0909	264	24	6.185	13.17
freq:det	Umbrian	0.681	881	6	0.312	1.478
freq:det	Upper_Sorbian	3.2431	7277	236	2.86	3.675
freq:det	Uzbek	3.2449	8598	279	2.891	3.641
freq:det	Veps	0.3413	879	3	0.116	0.999
freq:det	Vietnamese	6.428	1369	88	5.247	7.853
freq:det	Wolof	9.7742	32105	3138	9.454	10.104
freq:det	Xavante	5.9546	1058	63	4.682	7.546
freq:det	Xibe	1.7518	10903	191	1.522	2.016
freq:det	Yakut	8.4416	924	78	6.817	10.411
freq:det	Yoruba	4.6734	5863	274	4.162	5.244
freq:det	Yupik	0.7246	690	5	0.31	1.685
freq:det	Zazaki	1.3564	811	11	0.759	2.412
freq:discourse	Abaza	2.093	430	9	1.105	3.929
freq:discourse	Abkhaz	0.1868	6958	13	0.109	0.319
freq:discourse	Akuntsu	9.2725	701	65	7.342	11.647
freq:discourse	Albanian	0.1182	3385	4	0.046	0.303
freq:discourse	Amharic	2.7818	7585	211	2.435	3.176
freq:discourse	Apurina	0.339	590	2	0.093	1.227
freq:discourse	Assamese	2.993	568	17	1.877	4.741
freq:discourse	Azerbaijani	0.3883	515	2	0.107	1.405
freq:discourse	Bambara	7.9811	9748	778	7.46	8.536
freq:discourse	Bavarian	0.2132	10788	23	0.142	0.32
freq:discourse	Beja	5.8672	8147	478	5.377	6.399
freq:discourse	Bengali	3.6364	165	6	1.677	7.705
freq:discourse	Bhojpuri	0.2084	3839	8	0.106	0.411
freq:discourse	Bokota	1.578	1711	27	1.087	2.286
freq:discourse	Brahui	0.317	631	2	0.087	1.148
freq:discourse	Breton	0.027	7410	2	0.007	0.098
freq:discourse	Buryat	6.6612	6110	407	6.063	7.314
freq:discourse	Cantonese	17.2729	8632	1491	16.49	18.085
freq:discourse	Cappadocian	1.083	3324	36	0.783	1.496
freq:discourse	Cebuano	0.3195	939	3	0.109	0.935
freq:discourse	Central_Kurdish	10.0	410	41	7.457	13.285
freq:discourse	Chinese	2.8173	15121	426	2.565	3.093
freq:discourse	Chintang	7.1864	8864	637	6.667	7.743
freq:discourse	Chukchi	9.3516	3208	300	8.392	10.408
freq:discourse	Classical_Chinese	7.7079	493	38	5.667	10.403
freq:discourse	Czech	0.1194	4187	5	0.051	0.279
freq:discourse	English	1.1059	35538	393	1.002	1.22
freq:discourse	Esperanto	0.0803	2490	2	0.022	0.292
freq:discourse	Faroese	0.0152	6598	1	0.003	0.086
freq:discourse	Finnish	0.0092	10904	1	0.002	0.052
freq:discourse	French	0.369	4065	15	0.224	0.608
freq:discourse	Frisian_Dutch	6.9923	2846	199	6.112	7.988
freq:discourse	Gheg	4.7777	12663	605	4.42	5.163
freq:discourse	Greek	1.0636	15608	166	0.914	1.237
freq:discourse	Guajajara	31.6743	6349	2011	30.541	32.829
freq:discourse	Guarani	14.8649	148	22	10.026	21.481
freq:discourse	Gujarati	3.5484	1240	44	2.654	4.73
freq:discourse	Gwichin	0.3106	322	1	0.055	1.738
freq:discourse	Haitian_Creole	0.0375	2666	1	0.007	0.212
freq:discourse	Hausa	6.1286	33825	2073	5.878	6.389
freq:discourse	Hebrew	0.0156	6425	1	0.003	0.088
freq:discourse	Highland_Puebla_Nahuatl	3.3041	5478	181	2.863	3.811
freq:discourse	Hittite	8.6673	1073	93	7.128	10.502
freq:discourse	Ika	8.3751	3594	301	7.513	9.326
freq:discourse	Italian	0.2534	5130	13	0.148	0.433
freq:discourse	Javanese	0.3368	9799	33	0.24	0.473
freq:discourse	Kaapor	11.7647	272	32	8.458	16.136
freq:discourse	Kangri	0.1823	1646	3	0.062	0.535
freq:discourse	Karelian	0.211	1896	4	0.082	0.541
freq:discourse	Karo	4.4656	1366	61	3.492	5.695
freq:discourse	Kazakh	0.8394	6433	54	0.644	1.094
freq:discourse	Kiche	2.4773	6055	150	2.115	2.9
freq:discourse	Komi_Permyak	1.0558	663	7	0.512	2.163
freq:discourse	Komi_Zyrian	0.6691	6427	43	0.497	0.9
freq:discourse	Korean	0.0802	17465	14	0.048	0.135
freq:discourse	Kyrgyz	3.9062	768	30	2.75	5.522
freq:discourse	Latgalian	2.0	100	2	0.55	7.001
freq:discourse	Latvian	2.0202	99	2	0.556	7.069
freq:discourse	Ligurian	0.4489	5124	23	0.299	0.673
freq:discourse	Lithuanian	0.0925	3244	3	0.031	0.272
freq:discourse	Livvi	0.426	939	4	0.166	1.09
freq:discourse	Macedonian	0.3429	875	3	0.117	1.003
freq:discourse	Madi	15.3846	65	10	8.577	26.055
freq:discourse	Makurap	19.6078	102	20	13.067	28.355
freq:discourse	Marathi	2.4194	2356	57	1.872	3.122
freq:discourse	Mbya_Guarani	0.6107	655	4	0.238	1.56
freq:discourse	Middle_Armenian	0.1328	753	1	0.023	0.748
freq:discourse	Middle_French	0.0176	5689	1	0.003	0.1
freq:discourse	Moksha	0.6275	2709	17	0.392	1.003
freq:discourse	Munduruku	4.8666	637	31	3.449	6.825
freq:discourse	Naga	2.3884	1926	46	1.795	3.171
freq:discourse	Nenets	12.7582	823	105	10.651	15.212
freq:discourse	Nepali	15.0838	537	81	12.305	18.358
freq:discourse	Northern_Kurdish	0.3929	7127	28	0.272	0.567
freq:discourse	Northwest_Gbaya	3.3157	2081	69	2.628	4.175
freq:discourse	Odia	1.4081	3551	50	1.07	1.851
freq:discourse	Old_Georgian	0.0192	5214	1	0.003	0.109
freq:discourse	Old_Irish	0.7657	653	5	0.327	1.78
freq:discourse	Ottoman_Turkish	1.2778	6574	84	1.033	1.579
freq:discourse	Pashto	0.5534	4879	27	0.381	0.804
freq:discourse	Pesh	9.2578	2506	232	8.185	10.456
freq:discourse	Punjabi	2.3902	2845	68	1.89	3.019
freq:discourse	Romanian	2.8436	3798	108	2.361	3.422
freq:discourse	Ruuli	1.8333	3600	66	1.444	2.326
freq:discourse	Sanskrit	0.0782	1279	1	0.014	0.442
freq:discourse	Shanghainese	16.2537	5408	879	15.294	17.261
freq:discourse	Sicilian	0.2757	7979	22	0.182	0.417
freq:discourse	Sinhala	0.3171	946	3	0.108	0.928
freq:discourse	Skolt_Sami	4.2804	1612	69	3.396	5.382
freq:discourse	South_Levantine_Arabic	2.4668	527	13	1.447	4.174
freq:discourse	Southern_Kurdish	4.1916	835	35	3.029	5.774
freq:discourse	Spanish	3.6082	5238	189	3.136	4.148
freq:discourse	Spanish_Sign_Language	2.2388	670	15	1.361	3.661
freq:discourse	Swedish	0.2128	8929	19	0.136	0.332
freq:discourse	Swedish_Sign_Language	5.6098	820	46	4.232	7.402
freq:discourse	Tagalog	0.3172	1261	4	0.123	0.813
freq:discourse	Tatar	0.0673	1486	1	0.012	0.38
freq:discourse	Teko	2.9635	1451	43	2.207	3.968
freq:discourse	Telugu	0.8598	3373	29	0.599	1.232
freq:discourse	Tswana	1.4085	142	2	0.387	4.99
freq:discourse	Tupinamba	8.3652	2355	197	7.314	9.552
freq:discourse	Turkish	0.1979	23248	46	0.148	0.264
freq:discourse	Turkish_English	6.8182	264	18	4.356	10.519
freq:discourse	Upper_Sorbian	0.0137	7277	1	0.002	0.078
freq:discourse	Uzbek	0.8956	8598	77	0.717	1.118
freq:discourse	Vietnamese	1.3879	1369	19	0.89	2.158
freq:discourse	Wolof	0.1464	32105	47	0.11	0.195
freq:discourse	Xavante	4.4423	1058	47	3.357	5.857
freq:discourse	Xibe	0.6329	10903	69	0.5	0.8
freq:discourse	Yakut	4.0043	924	37	2.919	5.471
freq:discourse	Yoruba	0.1364	5863	8	0.069	0.269
freq:discourse	Zazaki	9.1245	811	74	7.331	11.304
freq:mod	Abaza	30.2326	430	130	26.082	34.733
freq:mod	Abkhaz	38.2725	6958	2663	37.137	39.421
freq:mod	Akkadian	34.9265	1360	475	32.438	37.499
freq:mod	Akuntsu	26.6762	701	187	23.536	30.071
freq:mod	Albanian	22.3338	3385	756	20.963	23.768
freq:mod	Alemannic	24.2674	1092	265	21.818	26.897
freq:mod	Amharic	12.7093	7585	964	11.979	13.478
freq:mod	Apurina	26.7797	590	158	23.365	30.495
freq:mod	Assamese	37.8521	568	215	33.958	41.91
freq:mod	Assyrian	16.0	300	48	12.285	20.574
freq:mod	Azerbaijani	23.4951	515	121	20.038	27.345
freq:mod	Bambara	8.8018	9748	858	8.255	9.381
freq:mod	Bavarian	21.6537	10788	2336	20.887	22.441
freq:mod	Beja	19.7373	8147	1608	18.887	20.616
freq:mod	Bengali	33.9394	165	56	27.153	41.456
freq:mod	Bhojpuri	21.6723	3839	832	20.398	23.004
freq:mod	Bokota	21.3326	1711	365	19.457	23.337
freq:mod	Brahui	31.8542	631	201	28.338	35.59
freq:mod	Breton	21.0526	7410	1560	20.14	21.996
freq:mod	Buryat	55.9411	6110	3418	54.693	57.182
freq:mod	Cantonese	28.9041	8632	2495	27.957	29.87
freq:mod	Cappadocian	20.2166	3324	672	18.886	21.616
freq:mod	Cebuano	22.7902	939	214	20.221	25.581
freq:mod	Central_Kurdish	29.5122	410	121	25.304	34.101
freq:mod	Chinese	38.0332	15121	5751	37.263	38.81
freq:mod	Chintang	40.343	8864	3576	39.326	41.368
freq:mod	Chukchi	50.904	3208	1633	49.174	52.632
freq:mod	Classical_Chinese	35.6998	493	176	31.596	40.025
freq:mod	Czech	31.5739	4187	1322	30.183	32.998
freq:mod	English	23.8083	35538	8461	23.368	24.254
freq:mod	Esperanto	28.7149	2490	715	26.972	30.524
freq:mod	Faroese	19.9909	6598	1319	19.043	20.973
freq:mod	Finnish	39.4718	10904	4304	38.558	40.393
freq:mod	French	17.8598	4065	726	16.713	19.067
freq:mod	Frisian_Dutch	24.6311	2846	701	23.083	26.248
freq:mod	Gheg	16.3784	12663	2074	15.744	17.033
freq:mod	Gorontalo	6.962	158	11	3.932	12.035
freq:mod	Greek	21.553	15608	3364	20.915	22.205
freq:mod	Guajajara	18.7589	6349	1191	17.818	19.738
freq:mod	Guarani	31.7568	148	47	24.799	39.637
freq:mod	Gujarati	22.7419	1240	282	20.495	25.157
freq:mod	Gwichin	23.913	322	77	19.579	28.862
freq:mod	Haitian_Creole	21.7929	2666	581	20.267	23.4
freq:mod	Hausa	23.3821	33825	7909	22.934	23.836
freq:mod	Hebrew	19.2374	6425	1236	18.292	20.219
freq:mod	Highland_Puebla_Nahuatl	36.2724	5478	1987	35.009	37.555
freq:mod	Hittite	37.2787	1073	400	34.436	40.212
freq:mod	Ika	36.7279	3594	1320	35.167	38.317
freq:mod	Irish	25.3428	3646	924	23.957	26.78
freq:mod	Italian	15.4191	5130	791	14.457	16.433
freq:mod	Javanese	40.6266	9799	3981	39.658	41.603
freq:mod	Kaapor	26.8382	272	73	21.922	32.4
freq:mod	Kadiweu	21.9653	173	38	16.442	28.707
freq:mod	Kangri	21.2029	1646	349	19.296	23.243
freq:mod	Karelian	34.7574	1896	659	32.647	36.93
freq:mod	Karo	29.5754	1366	404	27.215	32.05
freq:mod	Kazakh	42.5152	6433	2735	41.312	43.727
freq:mod	Kiche	23.3856	6055	1416	22.337	24.468
freq:mod	Komi_Permyak	30.0151	663	199	26.65	33.611
freq:mod	Komi_Zyrian	38.6961	6427	2487	37.512	39.893
freq:mod	Korean	40.418	17465	7059	39.692	41.148
freq:mod	Kyrgyz	26.1719	768	201	23.187	29.394
freq:mod	Latgalian	17.0	100	17	10.894	25.548
freq:mod	Latvian	18.1818	99	18	11.822	26.919
freq:mod	Ligurian	15.4957	5124	794	14.531	16.512
freq:mod	Lithuanian	37.1455	3244	1205	35.499	38.823
freq:mod	Livvi	35.2503	939	331	32.26	38.36
freq:mod	Luxembourgish	9.5588	136	13	5.672	15.668
freq:mod	Macedonian	17.6	875	154	15.22	20.263
freq:mod	Madi	13.8462	65	9	7.459	24.268
freq:mod	Makurap	37.2549	102	38	28.495	46.94
freq:mod	Malayalam	43.2537	1549	670	40.806	45.735
freq:mod	Marathi	16.7657	2356	395	15.312	18.328
freq:mod	Mbya_Guarani	23.5115	655	154	20.424	26.908
freq:mod	Middle_Armenian	20.3187	753	153	17.599	23.34
freq:mod	Middle_French	16.2243	5689	923	15.289	17.205
freq:mod	Moksha	34.8099	2709	943	33.039	36.624
freq:mod	Munduruku	19.9372	637	127	17.019	23.216
freq:mod	Naga	22.6376	1926	436	20.824	24.56
freq:mod	Neapolitan	15.7143	140	22	10.612	22.647
freq:mod	Nenets	58.0802	823	478	54.679	61.406
freq:mod	Nepali	35.1955	537	189	31.274	39.327
freq:mod	Northern_Kurdish	26.7153	7127	1904	25.701	27.755
freq:mod	Northwest_Gbaya	20.0865	2081	418	18.421	21.862
freq:mod	Odia	40.4675	3551	1437	38.864	42.091
freq:mod	Old_English	14.6789	109	16	9.242	22.521
freq:mod	Old_French	15.321	12584	1928	14.702	15.961
freq:mod	Old_Georgian	37.6678	5214	1964	36.362	38.992
freq:mod	Old_Irish	38.5911	653	252	34.934	42.381
freq:mod	Old_Turkish	15.8537	82	13	9.506	25.258
freq:mod	Ottoman_Turkish	41.0405	6574	2698	39.857	42.234
freq:mod	Pashto	23.4269	4879	1143	22.26	24.636
freq:mod	Paumari	22.1805	266	59	17.604	27.549
freq:mod	Pesh	28.5714	2506	716	26.837	30.372
freq:mod	Phrygian	10.6089	1084	115	8.913	12.583
freq:mod	Polish	34.5131	13279	4583	33.709	35.326
freq:mod	Punjabi	26.6784	2845	759	25.085	28.334
freq:mod	Romanian	21.8536	3798	830	20.568	23.196
freq:mod	Ruuli	29.0278	3600	1045	27.568	30.532
freq:mod	Sanskrit	48.4754	1279	620	45.745	51.215
freq:mod	Shanghainese	23.5022	5408	1271	22.391	24.651
freq:mod	Sicilian	16.5058	7979	1317	15.707	17.336
freq:mod	Sinhala	32.8753	946	311	29.956	35.933
freq:mod	Skolt_Sami	24.2556	1612	391	22.226	26.408
freq:mod	South_Levantine_Arabic	28.8425	527	152	25.139	32.852
freq:mod	Southern_Kurdish	28.1437	835	235	25.199	31.289
freq:mod	Spanish	21.3249	5238	1117	20.237	22.455
freq:mod	Spanish_Sign_Language	31.0448	670	208	27.658	34.648
freq:mod	Swedish	24.0564	8929	2148	23.181	24.954
freq:mod	Swedish_Sign_Language	22.561	820	185	19.832	25.546
freq:mod	Tagalog	15.5432	1261	196	13.648	17.647
freq:mod	Tamil	45.7053	9209	4209	44.69	46.724
freq:mod	Tatar	50.3365	1486	748	47.797	52.874
freq:mod	Teko	27.3604	1451	397	25.129	29.712
freq:mod	Telugu	24.5182	3373	827	23.096	25.998
freq:mod	Telugu_English	23.5294	255	60	18.74	29.105
freq:mod	Tswana	11.2676	142	16	7.056	17.52
freq:mod	Tupinamba	38.7261	2355	912	36.779	40.71
freq:mod	Turkish	36.2655	23248	8431	35.65	36.886
freq:mod	Turkish_English	33.3333	264	88	27.922	39.223
freq:mod	Umbrian	37.4574	881	330	34.322	40.701
freq:mod	Upper_Sorbian	36.4573	7277	2653	35.359	37.57
freq:mod	Uzbek	39.3696	8598	3385	38.342	40.407
freq:mod	Veps	35.7224	879	314	32.623	38.946
freq:mod	Vietnamese	30.6793	1369	420	28.293	33.173
freq:mod	Warlpiri	9.8039	204	20	6.436	14.657
freq:mod	Wolof	20.7195	32105	6652	20.28	21.166
freq:mod	Xavante	18.62	1058	197	16.389	21.078
freq:mod	Xibe	45.1344	10903	4921	44.202	46.07
freq:mod	Yakut	30.7359	924	284	27.846	33.786
freq:mod	Yoruba	21.5078	5863	1261	20.475	22.578
freq:mod	Yupik	40.8696	690	282	37.262	44.578
freq:mod	Zazaki	21.0851	811	171	18.417	24.025
